film,year_film,decade_film,year_ceremony,oscars_won,adult,backdrop_path,id_tmdb,original_language,original_title,overview,popularity,poster_path,release_date,video,vote_average,vote_count,genres_ids,genres
Course Completed,1987,1980,1988,0,FALSE,NA,202789,es,Asignatura aprobada,A 50-year-old playwright (Jesus Puente) bemoans his fate from his secluded home in Northern Spain in this depressing drama. Side plots include an actress and former acquaintance who comes to visit and his amorous diversions with a 20-year-old local woman.,0.282,/yTj7LjMguDG3ORopA0YUpZ60vSL.jpg,1987-04-09,FALSE,6,8,18,Drama
Cry Freedom,1987,1980,1988,0,FALSE,/pW4fqfsAKKGJv736xPvisSM91u2.jpg,12506,en,Cry Freedom,"A dramatic story, based on actual events, about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal journalist in South Africa who begins to follow the activities of Stephen Biko, a courageous and outspoken black anti-apartheid activist.",3.53,/zEONV1NAzzoQGFFgSIEs7vJzDrN.jpg,1987-11-06,FALSE,7,212,18,Drama
Dark Eyes,1987,1980,1988,0,FALSE,/metcg6lwJqJMZeQx41ISgh62iVl.jpg,44658,ru,Очи черные,"Aboard a ship early in the 20th-century, a middle-aged Italian tells his story of love to a Russian.",3.141,/bXu1AWvAUg0OWHNjB5O1kKJ4AUt.jpg,1987-02-01,FALSE,6.8,89,"35, 18, 10749","Comedy, Drama, Romance"
Dirty Dancing,1987,1980,1988,1,FALSE,/6iDQCBUSZKzY8Rnu8ECwl2gXcfG.jpg,88,en,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",3.871,/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,1987-08-21,FALSE,7.328,6185,"18, 10402, 10749","Drama, Music, Romance"
Empire of the Sun,1987,1980,1988,0,FALSE,/k0eTDxMkVgUmzkM4DNuVCyugoYl.jpg,10110,en,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",3.569,/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg,1987-12-09,FALSE,7.5,1954,"18, 36, 10752","Drama, History, War"
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1987,1980,1988,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fatal Attraction,1987,1980,1988,0,FALSE,/2UlBdiveZcOVrlNe5MYcI6TYeA7.jpg,10998,en,Fatal Attraction,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,3.575,/vjB9XwJKnYqFKKjhWcE6WpAf5Ki.jpg,1987-09-18,FALSE,6.84,1530,"53, 18, 10749","Thriller, Drama, Romance"
Frances Steloff: Memoirs of a Bookseller,1987,1980,1988,0,FALSE,NA,244692,en,Frances Steloff: Memoirs of a Bookseller,"""Frances Steloff: Memoirs of a Bookseller"" is a wonderfully dynamic portrait of an American cultural heroine. Now 100 years old, Frances Steloff was the founder and force behind the renowned Gotham Book Mart of New York City, a center for avant-garde literature and literati since 1920. She began with only $100 and thirty books and she modestly recalls her role in the bookstore's past.",0.035,/qCwGdfL2qBLbpaiiUqAEhchXMBx.jpg,1987-01-01,FALSE,5,1,NA,NA
Full Metal Jacket,1987,1980,1988,0,FALSE,/3k2TRmqMjgt7tcwkYwZQdctnty3.jpg,600,en,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,4.365,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,1987-06-26,FALSE,8.1,10690,"18, 10752","Drama, War"
Gaby - A True Story,1987,1980,1988,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gang Cops,1987,1980,1989,0,FALSE,NA,244705,en,Gang Cops,A documentary on youth gang violence in Los Angeles and the special police detail which is designated to fight it. Nominated for the Best Documentary Short Subject Oscar.,0.035,/e7aT8AvHxYwG3COV9PvzrktmoG5.jpg,1987-12-31,FALSE,5,1,99,Documentary
George and Rosemary,1987,1980,1988,0,FALSE,/yuPPwnN6at7RQDxhYWZUXozDfKI.jpg,208260,en,George and Rosemary,A shy old man works up the gumption to meet a woman on whom he has a crush.,0.318,/60m8NFcFjx2cQHEz2kpnNvvFWo6.jpg,1987-07-17,FALSE,5.7,9,16,Animation
"Good Morning, Vietnam",1987,1980,1988,0,FALSE,/7HWx6ADPMGmzoZh1LLpzJZLKsbx.jpg,801,en,"Good Morning, Vietnam","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humor.",3.537,/sreISlFUn5TyR41QNjlfAdX5SEW.jpg,1987-12-23,FALSE,7.3,2780,"35, 18, 10752","Comedy, Drama, War"
Happy New Year,1987,1980,1988,0,FALSE,/rSaF6qMytVxDHaoMcSnjzWMprLd.jpg,133781,en,Happy New Year,"Small time crooksters Nick and Charlie have an elaborate plan to rob an exclusive jewelers store. Using a variety of disguises and posing as rich old men and women they begin the set-up, but then Nick falls for the owner of a neighboring antique store and things get a little complicated.",0.318,/4J33Qf5LsFbateO8T9x4uxyabso.jpg,1987-08-07,FALSE,5.5,9,"35, 80, 10749","Comedy, Crime, Romance"
Harry and the Hendersons,1987,1980,1988,1,FALSE,/71gHxSX2Tzg9mi1VYRdwCECfmpj.jpg,8989,en,Harry and the Hendersons,"Returning from a hunting trip in the forest, the Henderson family's car hits an animal in the road. At first they fear it was a man, but when they examine the ""body"" they find it's a ""bigfoot"". They think it's dead so they decide to take it home (there could be some money in this). As you guessed, it isn't dead. Far from being the ferocious monster they fear ""Harry"" to be, he's a friendly giant.",3.531,/5ZNWhOEsuNHIQ1gbtwdTGK7srCr.jpg,1987-06-05,FALSE,6.1,683,"35, 10751, 14, 18","Comedy, Family, Fantasy, Drama"
Hope and Glory,1987,1980,1988,0,FALSE,/7PktT8qvNEvGi7iTa5FEjG5DzJA.jpg,32054,en,Hope and Glory,A middle-aged man recalls his childhood growing up in and around London during World War II.,3.53,/4xE9oW222uiaJwMWqAdGQw4puOX.jpg,1987-11-01,FALSE,6.9,199,"18, 10752, 10751","Drama, War, Family"
In the Wee Wee Hours..,1987,1980,1988,0,FALSE,NA,244693,en,In the Wee Wee Hours...,In the Wee Wee Hours... is a 1987 American short documentary film directed by Izak Ben-Meir about homeless people in Los Angeles. It was nominated for an Academy Award for Best Documentary Short.,0.001,/mk3hzHZCRY9QdV9KwDpVSIDSi6f.jpg,1987-01-01,FALSE,0,0,99,Documentary
Innerspace,1987,1980,1988,1,FALSE,/au0TiKmEWYqsrU3UbFCgKKZsjxh.jpg,2614,en,Innerspace,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",3.57,/A4azclZQjqeQxXvcok3rdUmuq8a.jpg,1987-07-01,FALSE,6.821,1261,"28, 35, 878","Action, Comedy, Science Fiction"
Ironweed,1987,1980,1988,0,FALSE,/j2yWP61M3pClxZetm8zlc7wMqQx.jpg,40962,en,Ironweed,"An alcoholic drifter spends Halloween in his hometown of Albany, New York after returning there for the first time in decades.",3.53,/rqVu5FREmvI83jyPpY4jxLTVRxd.jpg,1987-12-18,FALSE,6.3,129,18,Drama
Language Says It All,1987,1980,1988,0,FALSE,NA,244695,en,Language Says It All,"Language Says It All is a 1987 American short documentary film about deaf children and their caregivers, directed by Rhyena Halpern and produced by Halpern and Megan Williams. The film follows four families as they come to understand their deaf child's need for language. It was nominated for an Academy Award for Best Documentary Short.",0.106,/vjvBMH0JJoI2QBzbhnUOJWhSzia.jpg,1987-01-01,FALSE,5,3,99,Documentary
Lethal Weapon,1987,1980,1988,0,FALSE,/guTNnSWS3CaH71jasY8W1FMptjG.jpg,941,en,Lethal Weapon,"Buttoned-down veteran LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who — distraught after his wife's death — has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",4.127,/fTq4ThIP3pQTYR9eDepsbDHqdcs.jpg,1987-03-06,FALSE,7.284,4626,"12, 28, 35, 53, 80","Adventure, Action, Comedy, Thriller, Crime"
Making Waves,1987,1980,1988,0,FALSE,NA,244685,en,Making Waves,A group of elderly women go on vacation to the seaside. One of them takes her son along and constantly watches him saying he has a brain tumor. His problem is something else entirely.,0.141,/2MSCjJlV74abZ6sxkIYOnCyFMyL.jpg,1987-01-01,FALSE,6.5,4,NA,NA
Mannequin,1987,1980,1988,0,FALSE,/29CxkpXnUPQb5Dhk9zfxMByIQqD.jpg,10019,en,Mannequin,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",3.539,/oHMA8euTiZdDFXDi5zaIQQXwl0K.jpg,1987-02-13,FALSE,6.877,754,"35, 10749, 14","Comedy, Romance, Fantasy"
Matewan,1987,1980,1988,0,FALSE,/7Z2448JzjPf2THI0oJ0dsfSz56y.jpg,24276,en,Matewan,"Filmed in the coal country of West Virginia, ""Matewan"" celebrates labor organizing in the context of a 1920s work stoppage. Union organizer, Joe Kenehan, a scab named ""Few Clothes"" Johnson and a sympathetic mayor and police chief heroically fight the power represented by a coal company and Matewan's vested interests so that justice and workers' rights need not take a back seat to squalid working conditions, exploitation and the bottom line.",3.53,/cESTph19WGOoOPjpqjyl7mPdL3T.jpg,1987-08-28,FALSE,7.3,115,"18, 36","Drama, History"
Maurice,1987,1980,1988,0,FALSE,/rN1OKiEp8gNQ9RB6GeZeqOqVsjk.jpg,26371,en,Maurice,"After his lover rejects him, Maurice attempts to come to terms with his sexuality within the restrictiveness of Edwardian society.",3.53,/8HhCyxxzoUqEBmVGK25Jq69LhVo.jpg,1987-09-18,FALSE,7.6,548,"18, 10749","Drama, Romance"
Moonstruck,1987,1980,1988,3,FALSE,/5RQ5SIcrtKeUYeYeJLRTljR8LcN.jpg,2039,en,Moonstruck,"37-year-old Italian-American widow Loretta Castorini believes she is unlucky in love, and so accepts a marriage proposal from her boyfriend Johnny, even though she doesn't love him. When she meets his estranged younger brother Ronny, an emotional and passionate man, she finds herself drawn to him. She tries to resist, but Ronny, who blames his brother for the loss of his hand, has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls for Ronny, she learns that she's not the only one in her family with a secret romance.",3.572,/2mnVWpvsHEHHnfvLn1NXYVvBGl5.jpg,1987-12-16,FALSE,6.856,968,"35, 18, 10749","Comedy, Drama, Romance"
My Life as a Dog,1987,1980,1988,0,FALSE,/zKqzUT0ZAljEYPLceye6ZT4H9By.jpg,8816,sv,Mitt liv som hund,"A boy, obsessed with comparing himself with those less fortunate, experiences a different life at the home of his aunt and uncle in 1959 Sweden.",3.53,/eVg9IsX2HtR1BNYH0UAhF4JPHi7.jpg,1987-05-01,FALSE,7.2,266,"18, 35","Drama, Comedy"
My Sweet Little Village,1987,1980,1987,0,FALSE,/wxeNbOL1oulCKDKYY3WXnStb3mX.jpg,31410,cs,Vesničko má středisková,"The movie's main storyline follows the life of Otík, a young man, in a tight-knit village community. The sweet-tempered Otík works as an assistant truck driver with Mr. Pávek, his older colleague and practical-minded neighbor. Pávek's family takes care of Otík, whose parents are dead. However, the two coworkers become at odds over Otík's inability to perform even the simplest tasks. Pávek demands that Otík be transferred to assist another driver, who happens to be a choleric and suspicious man named Turek (Turk in Czech). Rather than work with Turek, Otík decides to accept an offer of employment in Prague, but finds he does not fit in to the city life. After discovering that the transfer of Otík to Prague was a trick by a crooked politician to get a deal on Otík's large inherited house, Pávek agrees to give Otík a second chance and retrieves him from the city to resume their work together.",2.365,/WAv3g9UbBw7kd4ikOSGxgVjRGf.jpg,1987-01-09,FALSE,7.343,67,35,Comedy
Pathfinder,1987,1980,1988,0,FALSE,/9OAAa3KKgr1tT02epxksRlw9TH0.jpg,379974,ru,Следопыт,"Wild West adventures in this action movie based on famous ""The Pathfinder"" novel by James Fenimore Cooper.",0.318,/uWe3mducv2jLOFmhkRb4rIy0HkO.jpg,1987-07-07,FALSE,4.3,9,12,Adventure
Pelle the Conqueror,1987,1980,1989,1,FALSE,/dXUiiryxCk1QqvS9F4MhIAPjpF3.jpg,11174,da,Pelle Erobreren,"In the late 19th century, two Swedish emigrants, Lasse Karlsson and his son Pelle, arrive on the Danish island of Bornholm hoping to find work on a farm and save enough money to travel to the United States of America.",3.53,/oSsu4khg459yTR1sw4qjEC4LO5J.jpg,1987-12-21,FALSE,7.3,147,18,Drama
Predator,1987,1980,1988,0,FALSE,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,106,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,4.169,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,1987-06-12,FALSE,7.53,8257,"878, 28, 12, 53","Science Fiction, Action, Adventure, Thriller"
Radio Days,1987,1980,1988,0,FALSE,/rn3E4Kd7EUOGOF95Hsd0aOhQqZg.jpg,30890,en,Radio Days,"The Narrator tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",3.53,/ljZ3yyYznAiq1vF6nHITdJn6qXB.jpg,1987-01-30,FALSE,7,581,"35, 18","Comedy, Drama"
Ray's Male Heterosexual Dance Hall,1987,1980,1988,1,FALSE,NA,211375,en,Ray's Male Heterosexual Dance Hall,"In this short film, our unemployed hero finds that getting that great job depends a lot on whom you choose to dance with at Ray's Male Heterosexual Dance Hall.",0.318,/pLPhTmLfyw4r1Jt7TACW11LOuK7.jpg,1987-11-27,FALSE,6.333,9,35,Comedy
RoboCop,1987,1980,1988,1,FALSE,/8g7x7AuY6Dj2MWVlKaPXq6oCyGl.jpg,5548,en,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",3.877,/esmAU0fCO28FbS6bUBKLAzJrohZ.jpg,1987-07-17,FALSE,7.333,5220,"28, 53, 878","Action, Thriller, Science Fiction"
Shoeshine,1987,1980,1988,0,FALSE,NA,244687,en,Shoeshine,"During a ride on the Staten Island Ferry, a young Wall Street investment banker and an old shoeshine man begin chatting and discussing their life philosophies.",0.036,/sAmNpAnPF2jZCi7Vm5BjQdbJqZB.jpg,1987-01-01,FALSE,4,1,"35, 18","Comedy, Drama"
Silver into Gold,1987,1980,1988,0,FALSE,NA,244696,en,Silver Into Gold,"Silver into Gold is a 1987 American short documentary film produced by Lynn Mueller. The film looks at American athletes Gail Roper and Sister Marion Irvine, and tells how they overcame personal obstacles, as well as social pressures against female athletes, to become world-class competitors. It was nominated for an Academy Award for Best Documentary Short.",0.106,/131m2L9fgQGuz0Fn7u5NRXDdJFH.jpg,1987-01-01,FALSE,5,3,99,Documentary
Street Smart,1987,1980,1988,0,FALSE,/7C2nS9ieQdtjcGQ5F5O00EbJjpA.jpg,60631,en,Street Smart,A New York journalist lies when his fake story about a pimp describes a real pimp up for murder.,2.612,/7aPwpPjrEozWWBr4fZEwmFeTEh5.jpg,1987-03-20,FALSE,5.9,74,"53, 80, 18","Thriller, Crime, Drama"
The Assault,1987,1980,1987,1,FALSE,/n5DLPRibl9ysKoHqc7DvMvs4T89.jpg,2753,nl,De Aanslag,At the end of WWII the Dutch resistance kills a German officer in front of the house of a Dutch family. Years after the war the young boy who witnessed the killing runs into the members of the resistance who committed the killing.,1.341,/wvklfVmpr4i5BexkvytKtpfu7DM.jpg,1987-02-06,FALSE,6.7,38,"36, 18, 10752","History, Drama, War"
The Dead,1987,1980,1988,0,FALSE,/ypySbENCsnlpeG49txjxcITYSRX.jpg,39507,en,The Dead,"After a convivial holiday dinner party, things begin to unravel when a husband and wife address some prickly issues concerning their marriage.",3.53,/xLnStXNiJmZzTF55nHHt2DVAy1H.jpg,1987-12-17,FALSE,6.9,159,18,Drama
